Extracted
Child: Samoot; Parent: Samolot
Child: Boim; Parent: Boje się
Child: Zimo; Parent: Zimno
Child: Koś; Parent: Kosz
Child: Aku ku; Parent: Aku ku
Child: Puk puk; Parent: Puk puk
Child: Bawan; Parent: Bałwan
Child: Dewo; Parent: Drzewo
Child: Kap kap; Parent: Deszcz
Child: Budźa; Parent: Burza
Child: Bam; Parent: Coś upadło
Child: Bum; Parent: Stluczka
"Child: Kuku; Parent: Rana, boli"
"Child: Kuku; Parent: Rana, boli"
Child: Gowa; Parent: Głowa
Child: Kofam; Parent: Kocham
Child: Moje; Parent: Moje
Child: Garaż; Parent: Garaż
Child: śśś; Parent: śmieciarka
Child: Duzi; Parent: Duży
Child: Kask; Parent: Kask
Child: Kosi; Parent: Kosi kosi łapci
Child: Tutaj; Parent: Tutaj
Child: Kekup; Parent: Keczup
Child: Babun; Parent: Balon
"Child: Dzidzia, bobo; Parent: Dziecko"
Child: Dziedzi; Parent: Dzieci
Child: Kameń; Parent: Kamień
Child: Ociec; Parent: Ojciec
Child: Guły; Parent: Góry
Child: Gooom; Parent: Gol
Child: Kokej; Parent: Helikopter
Child: Hokej; Parent: Helikopter
Child: Zimo; Parent: Zimno
Child: Siemap; Parent: ślimak
Child: Dupa; Parent: Zupa
Child: Mu; Parent: Krowa
"Child: A a ; Parent: Hau hau, pies"
"Child: Iha; Parent: Koń, iha"
Child: Pi pi; Parent: Mysz tak robi
"Child: Ka ka; Parent: Kra kra, kwa kwa"
Child: Kum kum; Parent: Kum kum
"Child: Opa; Parent: Piłka, rzucanie piłką"
"Child: Opa; Parent: Piłka, rzucanie piłką"
Child: Dziadzia; Parent: Dziadek
Child: Baba; Parent: Babcia
Child: Mama; Parent: Mama
Child: Nie ma; Parent: Nie ma
Child: Tata; Parent: Tata
Child: Lale; Parent: Aleksander - kuzyn
Child: Antek; Parent: Antek -brat
Child: Totek; Parent: Kotek
"Child: Dzieki; Parent: Dzięki, dziękuję"
Child: Ciocia; Parent: Ciocia
Child: Daj; Parent: Daj
Child: Dzie; Parent: Gdzie 
Child: Ma; Parent: Masz
Child: Nela; Parent: Nela- nasz pies
Child: Nie; Parent: Nie
Child: Tak; Parent: Tak
"Child: Tam; Parent: Tam, tu"
"Child: Tam; Parent: Tam, tu"
Child: Ziosia; Parent: Zosia -kot babci
"Child: Am ; Parent: Jedzenie , jeść"
"Child: Am ; Parent: Jedzenie , jeść"
"Child: Bał; Parent: Piłka, coś spada "
"Child: Bał; Parent: Piłka, coś spada "
"Child: Bam bam ; Parent: Bębenek , uderzać o coś"
"Child: Bam bam ; Parent: Bębenek , uderzać o coś"
"Child: Be; Parent: Coś brudnego, brzydkiego , wybrudzic się"
"Child: Be; Parent: Coś brudnego, brzydkiego , wybrudzic się"
"Child: Be; Parent: Coś brudnego, brzydkiego , wybrudzic się"
"Child: Ble; Parent: Pampers, kupa, śmierdzieć"
"Child: Ble; Parent: Pampers, kupa, śmierdzieć"
"Child: Ble; Parent: Pampers, kupa, śmierdzieć"
Child: Papa; Parent: Papa
Child: To; Parent: To
Child: Ba; Parent: Balon
"Child: Bebe; Parent: Baranek , beczenie"
"Child: Brum; Parent: Auto, jechać autem"
"Child: Brum; Parent: Auto, jechać autem"
Child: Buuu; Parent: Burza
"Child: Citać ; Parent: Czytć, czytaj "
Child: Halo; Parent: Telefon
"Child: Hau; Parent: Szczekanie, pies"
"Child: Hhhhh; Parent: Dziki kot , jak robi dziki kot"
Child: Jadzia ; Parent: Jadzia Pętelka 
Child: Kici ; Parent: Kotek
"Child: Me Me; Parent: Koza, jak robi koza"
Child: Miau; Parent:  miauczenie
"Child: Mniam ; Parent: Coś dobrego, pokazuje jakie dobre"
"Child: Mu; Parent: Krowa, muczenie"
"Child: Pap pap; Parent: Deszcz, pada deszcz"
Child: Taś; Parent: Staś Pętelka
Child: Uuuuu; Parent: Samolot
"Child: Gzzzz; Parent: Bzzz, osa "
Child: Dzieci; Parent: Dzieci
Child: Dzidzia; Parent: Dzidziuś 
Child: Nos; Parent: Nos
Child: Apa; Parent: Mucha
Child: Bobo; Parent: Bobas
Child: Cieść; Parent: Cześć
"Child: Hej ; Parent: Hej, cześć "
Child: Lala; Parent: Lalka
"Child: Lap lap; Parent: Chlapać, kąpać się "
"Child: Lap lap; Parent: Chlapać, kąpać się "
"Child: Psii; Parent: Woda , waz ogrodowy , psikać czymś np sprayem"
Child: Pupa; Parent: Kupa 
"Child: Sisi; Parent: Siku, sikać"
"Child: Sssss; Parent: Waż , syczenie węża , "
Child: Ucho; Parent: Ucho
Child: Lalala; Parent: Spiewa
"Child: Kwa kwa; Parent: Kaczka, jak robi kaczka"
"Child: Hu hu; Parent: Pociąg , jak robi pociag"
"Child: Ła; Parent: Lew , jak robi lew"
Child: Jajo; Parent: Jajo
Child: Jeszcze; Parent: Jeszcze
Child: Kawa; Parent: Kawa
Child: Proszę; Parent: Proszę 
Child: Mama; Parent: Mama
Child: Pupupu; Parent: Kuleczki
Child: Hej; Parent: Hej
Child: Tu; Parent: Tu
Child: Krem/plem; Parent: Krem
Child: Py; Parent: Banki
Child: Kuntał; Parent: Kurtka
Child: Buła; Parent: Buła
Child: Den; Parent: Grzejnik
Child: Den; Parent: Księżyc
Child: Den; Parent: Dynia
Child: Den; Parent: Dynia
Child: Don; Parent: Dom
Child: Duo; Parent: Dużo
Child: Jaja; Parent: Jaja
Child: Kilo; Parent: Pełna pielucha
"Child: Łiłułiłu; Parent: Straż pożarna, karetka, policja"
"Child: Łiłułiłu; Parent: Straż pożarna, karetka, policja"
"Child: Łiłułiłu; Parent: Straż pożarna, karetka, policja"
Child: Mniam mniam; Parent: Mniam
Child: Pa; Parent: Pa
Child: Pupupu; Parent: Kuleczki
Child: Rura; Parent: Rura
Child: Bęben; Parent: Bęben
Child: Hii; Parent: Hit
Child: Giba; Parent: Bibuła
Child: Buda; Parent: Buda
Child: Pół; Parent: Pół
Child: Tapa; Parent: Czapa
Child: Kurtała; Parent: Kurtka
Child: Turaj; Parent: Tutaj
Child: Ta; Parent: Tak
Child: Duła; Parent: Dziura
Child: Kuku; Parent: Zabawa w kuku
Child: Taci; Parent: Coś jest fajne
Child: Póła; Parent: Półka
Child: Ginda; Parent: Winda
Child: Kilka; Parent: Kulka
Child: Ta.; Parent: Ta
Child: Pej; Parent: Pech
Child: Dijo; Parent: Dino (sklep)
Child: Bama; Parent: Brama
Child: Baja; Parent: Bajka
Child: Łata; Parent: Łata
Child: Pama; Parent: Plama
Child: Gile; Parent: Gile (w nosie)
Child: Dach; Parent: Dach
Child: Mgja; Parent: Mgła
Child: Kulki; Parent: Kulki
Child: Gagan; Parent: Gałgan
Child: Koło; Parent: Czoło
Child: Katka; Parent: Klatka
Child: Kle kle; Parent: Bocian
Child: Pi pi; Parent: Myszka
Child: Bam; Parent: Bam
Child: Bama; Parent: Brama
Child: Bija; Parent: Beza
Child: Budy; Parent: Budyn
Child: Dapa; Parent: Gapa
Child: Dułaa; Parent: Długa
Child: Dym; Parent: Dym
Child: Gmba; Parent: Gąba
Child: Gugigigi; Parent: Buciki
Child: Jama; Parent: Jama
Child: Micha; Parent: Miska
Child: Mija; Parent: Winda
Child: Mija; Parent: Winda
Child: Pała; Parent: Trawa
Child: Pija; Parent: Pycha
Child: Pom; Parent: Pączek
Child: Taa; Parent: Tak
Child: Tam; Parent: Tam
Child: Ten; Parent: Ten
Child: Titapa; Parent: Listopad
Child: Tutaj; Parent: Tutaj
Child: Kunde; Parent: Kurde
Child: Kiep; Parent: Kiep
Child: Baki; Parent: Bańki
Child: Chotu; Parent: Choddź tu
Child: Leci; Parent: Leci
Child: Piepś; Parent: Pieprz
Child: Kulał; Parent: Kulał
Child: Gucha; Parent: Gruszka
Child: Piana; Parent: Piana
Child: Laba; Parent: Lawa
Child: Oko; Parent: Oko
Child: Ogok; Parent: Ogon
Child: Ucho; Parent: Ucho
Child: Kitek; Parent: Kitek (o Maćku)
Child: Kii; Parent: Kiwi
Child: Łobot; Parent: Robot
Child: Łobut; Parent: Łobuz
Child: Łokać; Parent: Łokieć
Child: Koło2; Parent: Czoło
Child: Łapa; Parent: Łapa/ręka
Child: Łapa; Parent: Łapa/ręka
Child: Kita; Parent: Kita
Child: Kangu; Parent: Kangur
Child: Not; Parent: Nos
Child: Puchała; Parent: Poduszka
Child: Pijom; Parent: Pilot
Child: Gili; Parent: Gili gili
Child: Gol; Parent: Gol
Child: Bama2; Parent: Baza
Child: Kulki2; Parent: Kluski
Child: Pucha; Parent: Pufa
Child: Ne; Parent: Nie
Child: Ułaga; Parent: Uwaga
Child: Uta; Parent: Uczta
Child: Mijam; Parent: Nie mam
Child: Jusz; Parent: Już
Child: Dom; Parent: Dom
Child: Te; Parent: Te
Child: Kik; Parent: Wtyczka
Child: Pi pa; Parent: Pif paf. Pistolet
Child: Klej; Parent: Klej
Child: Łobot2; Parent: Mikser
Child: Kija; Parent: Chia
Child: Mapa; Parent: Mata
Child: Klej2; Parent: Plastelina/ciastolina
Child: Bułap; Parent: Burak
Child: Ić; Parent: Iddź
Child: Mop; Parent: Mop
Child: Mani mani; Parent: Money money
Child: Jaja buła; Parent: Chleb w jajku
Child: Glut; Parent: Glut
Child: Płukała; Parent: Ampułka
Child: Płukała2; Parent: Inhalacje
Child: Kuk; Parent: Klucz0
Child: Kok; Parent: Kok
Child: Jeti; Parent: Yeti
Child: Puła; Parent: Puma
Child: Kok2; Parent: Koc
Child: Pompom; Parent: Pompon
Child: Dim; Parent: Dym
Child: Bim bam; Parent: Dzwon
Child: Din don; Parent: Ding dong
Child: Kała; Parent: Kawa
Child: Łaga; Parent: Waga
Child: Kijedki; Parent: Kredki
Child: Tit tit; Parent: Kic kic. Zając
Child: Klei; Parent: Klei się coś
Child: Kosz; Parent: Kosz
Child: Kusz; Parent: Kusz
Child: Kapetki; Parent: Skarpetki
Child: Palma; Parent: Palma
Child: Jogut; Parent: Jogurt
Child: Goła; Parent: Głowa
Child: Góra; Parent: Góra (ubrania)
Child: Jecie; Parent: Jeszcze
Child: Łaka; Parent: Ważka
Child: Dip; Parent: Jeep
Child: Hajs; Parent: Hajs
Child: Hałabała; Parent: Hałabała
Child: Jogut; Parent: Jogurt
Child: Mije; Parent: Myje
Child: Nicha; Parent: Nitka
Child: Łado; Parent: Wiadro
Child: Goła; Parent: Goła (naga)
Child: Tune; Parent: Tunel
Child: Plan; Parent: Kran
Child: Chep; Parent: Chleb
Child: Bdi; Parent: Brwi
Child: Ucho; Parent: Ucho
Child: Oko; Parent: Oko
Child: Uta; Parent: Usta
Child: Peje; Parent: Pierze
Child: Moka; Parent: Mąka
Child: Muko; Parent: Mleko
Child: Kokok; Parent: Kokos
Child: Kijaki; Parent: Placki
Child: Katan; Parent: Kasztan
Child: Ato; Parent: Auto
Child: Bamam; Parent: Banan
Child: Budy; Parent: Budyń
Child: Kukaki; Parent: Kurczaki
Child: Chody; Parent: Schody
Child: Łakajka; Parent: Latarka
Child: Ogi; Parent: Ogień
Child: Tot; Parent: Tort
Child: Pokot; Parent: Kompot
Child: Mukek; Parent: Młotek
Child: Pija; Parent: Piła
Child: Tak; Parent: Tak
Child: Nie; Parent: Nie
"Child: Am; Parent: Jedzienie, głód "
"Child: Am; Parent: Jedzienie, głód "
"Child: Daj; Parent: Daj, podaj "
Child: Kle kle ; Parent: Bocian 
Child: Miał ; Parent: Kot
Child: Mu; Parent: Krowa 
Child: Plum ; Parent: Ryba
Child: Hau; Parent: Pies 
Child: Mama; Parent: Mama
Child: Tata; Parent: Tata 
"Child: Bam ; Parent: Upadło coś, wrzucenie czegoś do pudełka"
"Child: Ał; Parent: Boli, uderzyłam się "
"Child: Ba bah; Parent: Upadło coś, przewróciło się "
Child: Beee; Parent: Owca 
"Child: Aaaa; Parent: Iść spać, usypiać kogoś, ktoś śpi "
Child: Eeee; Parent: Płaczące dziecko 
"Child: Ooo; Parent: Ddźwięk telefonu, dzwonka, domofonu"
"Child: Ooo; Parent: Ddźwięk telefonu, dzwonka, domofonu"
"Child: Ooo; Parent: Ddźwięk telefonu, dzwonka, domofonu"
Child: Lala; Parent: Lalka
Child: Pa pa ; Parent: Pożegnanie 
Child: Łaaa; Parent: Dinozaur 
Child: Uuuu; Parent: Samolot 
Child: Banna; Parent: Banan
Child: Papa; Parent: Pożegnanie się 
Child: Nie wiem; Parent: Nie wiem 
Child: Iiii aaaa; Parent: Osioł 
Child: Uhu; Parent: Sowa
Child: Huhu; Parent: Sowa 
Child: Iiii haaa; Parent: Koń 
Child: BA  bA ; Parent: Babcia e
Child: Brum brum ; Parent: Auto 
Child: Glaskac; Parent: Głaskać 
Child: Klap klap ; Parent: Krokodyl 
Child: Koń ; Parent: Koń 
Child: Lis ; Parent: Lis 
Child: Panda ; Parent: Panda
Child: Słoń ; Parent: Słoń 
Child: To ; Parent: To 
Child:  Bum bum ; Parent: IRobot o imieniu czika bum bum
Child: Daj ; Parent: Daj 
Child: Uuuu; Parent: Samolot 
Child: Bul bul ; Parent: Statek 
Child: Auuu; Parent: Wilk 
Child: Koko; Parent: Kura
Child: Muu; Parent: Krowa 
Child: Bee; Parent: Owca 
Child: Blee; Parent: Niedobre 
Child: Zjadłam ; Parent: Skończyłam jesc/nie  chce juz jesc
Child: Kupa ; Parent: Kupa w pampersie 
Child: Fruu; Parent: Ptak
Child: Nu nu ; Parent: Nie wolno 
Child: Siiii; Parent: Cicho 
Child: Sss; Parent: Wąż 
Child: Aś; Parent: Jeść/jedz 
Child: Yś; Parent: Pić
Child: Badaj; Parent: Banan
Child: Pakania; Parent: Książeczka
Child: Papama; Parent: Babcia
Child: Taptaptaptap; Parent: Czytać
Child: Daju; Parent: Dziadziu
Child: Boku; Parent: Borsuk
Child: Sana; Parent: Sarna
Child: Sisym; Parent: Szymon
Child: Mamusia; Parent: Mama
"Child: Ziu; Parent: Zjeżdżalnia, zjeżdżać, plac zabaw"
"Child: Ziu; Parent: Zjeżdżalnia, zjeżdżać, plac zabaw"
Child: Usiana; Parent: Owsianka
"Child: Opapa; Parent: Wyjść, zejść, wziąć na ręce"
"Child: Ania; Parent: Ciocia Ania, babcia Ania"
Child: Jasio; Parent: Dziadzio Jasio
"Child: Tasia; Parent: Kasia, kasza"
"Child: Tasia; Parent: Kasia, kasza"
Child: Sonina; Parent: Sonina (miejscowość)
"Child: Aaaaa; Parent: Spać, śpiewać, kołysanka"
Child: Wwwwwwwuu; Parent: Wilk
"Child: Miś, misia; Parent: Miś"
Child: Giś; Parent: Dzik
Child: Mako; Parent: Maksio
Child: Mama; Parent: Mama
Child: Duda; Parent: Woda
Child: Taś; Parent: Wstać
Child: Budyń; Parent: Bidon
Child: Baś; Parent: Bawić się
Child: Pajo; Parent: Pająk
Child: Pipipi; Parent: Kurczak
Child: Myś; Parent: Mysz
Child: Moś; Parent: Mors
Child: Paduda; Parent: Pan Jezus
Child: Ogien; Parent: Ogień
Child: Manina; Parent: Malina
Child: Pokoni; Parent: Piłka
Child: Gon; Parent: Gol
Child: Basia; Parent: Basia
Child: żiem; Parent: Dżem
Child: Nuś; Parent: Nóż
Child: Maś; Parent: Masz
Child: Peka; Parent: Pestka
Child: Ziuzia; Parent: Zuzia
Child: Daziuzia; Parent: Kałuża
Child: Moni; Parent: Motyl
Child: Ziuk; Parent: żuk
Child: Bugiga; Parent: Biedronka
Child: But; Parent: But
Child: Ginia; Parent: Babcia Gienia
Child: Henia; Parent: Dziadzio Henio
Child: Pakyka; Parent: Papryka
Child: Sen; Parent: Ser
Child: Fako; Parent: Kwiatek
Child: Mak; Parent: Mak (kwiat)
Child: Otu; Parent: Otwórz
Child: Puba; Parent: Kuba
Child: Juja; Parent: Jula
Child: Tos/toty; Parent: Tost/tosty
Child: Makika; Parent: Marchewka
Child: Pak; Parent: Ptak
Child: Jakoka; Parent: Warkocza
Child: Hej hej; Parent: Hej hej
Child: Japko; Parent: Jabłko
Child: Kukunina; Parent: Kukurydza
Child: Pita; Parent: Pizza
Child: Gagu; Parent: Garnek
Child: Fakon; Parent: Flakon
Child: Waka; Parent: Ważka
Child: Guka; Parent: Gruszka
Child: Cymam; Parent: Trzymam
Child: Wuka; Parent: Wróżka
Child: Machocha; Parent: Macocha
Child: Chep; Parent: Chleb
Child: Ogaga; Parent: Rozgwiazda
Child: Gona; Parent: Winogrona
Child: Jakika; Parent: Naleśnika
Child: Habu; Parent: Flaming
Child: Kakań; Parent: Kasztan
Child: Buch; Parent: Brzuch
Child: Joka; Parent: Noga
Child: Hipopam; Parent: Hipopotam
Child: Kója; Parent: Skóra
Child: Kajuja; Parent: Karuzela
Child: Sikuje; Parent: Dziękuję
Child: Hopka; Parent: Smoczka
Child: Kakan; Parent: Kasztan
Child: Fejony; Parent: Czerwony
Child: Podadidy; Parent: Pomarańczowy
Child: Bampa; Parent: Lampa
Child: Ta; Parent: Tak
Child: Tu; Parent: Tu
Child: Uuu; Parent: Samolot
Child: Bobo; Parent: Dzidzia
Child: Momo; Parent: Szymek
Child: Momo; Parent: Misio
Child: Mimi; Parent: Myszka
Child: Baba; Parent: Babcia
Child: Wawa; Parent: Wafle
Child: Ziazia; Parent: Dziadzia
Child: Wowo; Parent: Wujek
Child: Auto; Parent: Auto
Child: Jedzie; Parent: Tramwaj
Child: Pij; Parent: Pić/pij
Child: Siesie; Parent: Ksiezyc
Child: Ko; Parent: Kot
Child: Pam; Parent: Pan
Child: Pi; Parent: śpi
Child: Olo; Parent: Lody
Child: Bebe; Parent: Baton
Child: Pepa; Parent: Peppa
Child: Rara; Parent: Ryś
Child: Rara; Parent: Czarek
Child: Tam; Parent: Tam
Child: Dziadzia; Parent: Dziadek
Child: Kiki ; Parent: Ciocia
Child: Aba; Parent: Kawa
Child: Mima; Parent: Mewa
Child: Tin; Parent: Dziekuje/prosze
Child: Tin; Parent: Dziekuje/prosze
Child: Bam; Parent: Piłka
Child: Bam; Parent: Upaść/spadło
Child: Am; Parent: Jeść
Child: Tator; Parent: Traktor
Child: Tuł; Parent: Stół
Child: Koko; Parent: Kura
Child: Mi ma; Parent: Nie ma
Child: Hej; Parent: Hej
Child: Tutu; Parent: Słoń
Child: Tutu; Parent: Pociag
Child: Kuka; Parent: Kułko
Child: Nie; Parent: Nie
Child: Ta; Parent: Tak
Child: Papa; Parent: Papa
Child: Fafa; Parent: Żyrafa
Child: Ioio; Parent: Syrena
Child: Mama; Parent: Mama
Child: Tata; Parent: Tata
Child: Mniam; Parent: Mniam
Child: Bim bum; Parent: Dzwony
Child: Dwie; Parent: Dwa/dwie
Child: Be/ble; Parent: Ble
Child: Mam; Parent: Mam
Child: Dom; Parent: Dom
Child: Co to? ; Parent: Co to/kto to? 
Child: Co to? ; Parent: Co to/kto to? 
Child: Pupa; Parent: Pupa
Child: Opa; Parent: Hop
Child: Ni ma; Parent: Nie ma
Child: Da; Parent: Dach
Child: Pipa ; Parent: Pizza
Child: Ten; Parent: Ten
Child: Ten; Parent: Ten
Child: Nio; Parent: Nos
Child: Alo; Parent: Halo
Child: Guga; Parent: Góra
Child: Du; Parent: Duże/duży
Child: Buba; Parent: Burza
Child: Zium; Parent: Zjeżdżalnia
Child: Kako; Parent: Kakao
Child: Goga; Parent: Głowa
Child: Ojom; Parent: Ogon
Child: Cho; Parent: Chodz
Child: Du; Parent: Duch
Child: Mami; Parent: Mały
Child: Kuku; Parent: Akuku
Child: Gółka; Parent: Górka
Child: Siejce; Parent: Serce
Child: Babi; Parent: Bańki
Child: Cita; Parent: Czytaj
Child: Papi; Parent: Placki
Child: Ka; Parent: Kask
Child: Kaki; Parent: Kasy (w sklepie)
Child: Je; Parent: Jest
Child: Ło; Parent: Włos
Child: Siusiu; Parent: Siusiu
Child: Koke; Parent: Koniec
Child: Je; Parent: Jest
Child: Opa; Parent: Kupa
Child: Nu; Parent: Nóż
Child: Ziu; Parent: Żółw
Child: Fu fu; Parent: Kredki/rysować
Child: Ła; Parent: Głaskać
Child: Ko; Parent: Koks
Child: Niania; Parent: Mama
Child: Doń; Parent: Dom
Child: Niuniu; Parent: O sobie samym 
Child: Mam; Parent: Mieć
Child: Ci; Parent: Trzy
Child: Dudo; Parent: Dużo
Child: Pepe; Parent: Pępek
Child: Jak; Parent: Jak
Child: Dzi; Parent: Ddźwig
Child: Dzi; Parent: Dzik
Child: Lala; Parent: Lalka
Child: Mimo; Parent: Emilka imię 
Child: Ja; Parent: Określenie siebie 
Child: Kici; Parent: Kotek
Child: Ble; Parent: Kupa
Child: Dzi; Parent: Dzik
Child: Dzi; Parent: Dzik
Child: Mimi; Parent: Emilka imię 
Child: Ja; Parent: Określenie siebie 
Child: Ja; Parent: Określenie siebie 
Child: Mimi; Parent: Emilka imię 
Child: Ciocia; Parent: Ciocia
Child: Dziadza; Parent: Dziadziu
Child: Dziadzia; Parent: Dziadziu
Child: Aj; Parent: Kot- miau
Child: Ał; Parent: Pies
Child: Am; Parent: Jeść 
Child: Baba; Parent: Babcia
Child: Bam; Parent: Spadło
Child: Ble; Parent: Kupa
Child: Brum; Parent: Jechać
Child: Bubu; Parent: Hubuś - zdrobnienie  imienia kuzyna
Child: Bum; Parent: Samochód 
"Child: Buum; Parent: Jeddź, jechać"
Child: Cycy; Parent: Piersi
Child: Dań; Parent: Daj
Child: Didu; Parent: Dziadziu
Child: Dooo; Parent: Gool
Child: Dudo; Parent: Dużo
Child: Dyń; Parent: Dym
Child: Eaj; Parent: Ejka- Werinika
Child: Hi hi; Parent: Huśtawka
Child: Jaja; Parent: Jajo
Child: Je; Parent: Jeden/ jedna
Child: Jeeej; Parent: Jest
Child: Jej; Parent: Jest
Child: Kap kap; Parent: Deszcz
Child: Kiti; Parent: Kici
Child: Koko; Parent: Kura
Child: Mama; Parent: Mama
Child: Nie; Parent: Nie
Child: Ołoł; Parent: Ooł uważaj
Child: Tata; Parent: Tata
Child: Tota; Parent: Ciocia
Child: Jeje; Parent: Jeżyk
Child: Tapa; Parent: Czapka
Child: Papa; Parent: Pożegnanie 
Child: Dom; Parent: Dom
"Child: Sii; Parent: Gorące , nie wolno "
Child: Buu; Parent: Zimno
Child: śśie; Parent: śnieg 
Child: Ta; Parent: Tak
"Child: Tam; Parent: Tak, określenie miejsca"
Child: Cziczi; Parent: Imię psa chicka
"Child: Lalala; Parent: Muzyka, piosenki "
Child: Mi; Parent: Miś
"Child: Iia; Parent: Inna, inne"
Child: Pope; Parent: Proszę 
Child: Bim bom; Parent: Piosenka panie Janie 
Child: Da; Parent: Dwa
"Child: Jaaa; Parent: Raz, jeden"
Child: Jejoł; Parent: Yellow
Child: Pjeś; Parent: Pies
Child: Pjeś; Parent: Pies
Child: No no no; Parent: Nie wolno
Child: Top; Parent: Stop
Child: Nini; Parent: Nina
Child: In in; Parent: Inna
Child: Hejoł; Parent: Hello
Child: Psia; Parent: Psa
Child: Pjopje; Parent: Proszę / prośba 
Child: Pjapjam; Parent: Zapraszam
Child: Pii; Parent: Pink
Child: Hak; Parent: Hak
Child: Dzii; Parent: Ddźwig 
Child: Bju; Parent: Blue
Child: Giin; Parent: Green
Child: Tak; Parent: Tak
Child: Ham; Parent: Sam
Child: Miś; Parent: Miś
Child: Łapa; Parent: Łapa
Child: Siam; Parent: Sam
Child: Cita; Parent: Chicka
Child: Psi; Parent: Psy / psi patrol
Child: Bia; Parent: Dwa
Child: Niama; Parent: Nie ma
Child: Hoko; Parent: Oko
Child: No; Parent: Nos
Child: Doma; Parent: Do domu
Child: Moh; Parent: Most
Child: Huk; Parent: Huk
"Child: Ciapa; Parent: Ciapa, plama, łata"
"Child: Ciapa; Parent: Ciapa, plama, łata"
Child: Siama; Parent: Sam
Child: Baba; Parent: Babcia
Child: Ba; Parent: Balon
Child: A a; Parent: Pies
Child: Ma; Parent: Malina 
"Child: Nie ni3; Parent: Nie, nie wolno "
Child: U u; Parent: Małpa 
Child: Uuu; Parent: Wilk
Child: U uu; Parent: Sowa 
"Child: Mniam; Parent: Chcę jeść, smakuje mi, jedzenie widziane np. na obrazku "
Child: Mia/mnia; Parent: Kotek
"Child: Ko ko; Parent: Kura, kogut"
"Child: Ko ko; Parent: Kura, kogut"
Child: Ba; Parent: Piłka 
Child: Ta; Parent: Tak
Child: Brrrr; Parent: Pojazd 
Child: Ssss; Parent: Wąż 
"Child: Mmm; Parent: Krowa, owca, koza"
"Child: Mmm; Parent: Krowa, owca, koza"
