,form,meaning,KEY-MEANING
3699,Opa,"Piłka, rzucanie piłką",BALL
3700,Opa,"Piłka, rzucanie piłką",THROWING
3701,Dziadzia,Dziadek,GRANDPA
3702,Baba,Babcia,GRANDMA
3703,Mama,Mama,MOM
3704,Nie ma,Nie ma,GONE
3705,Tata,Tata,DAD
3706,Lale,Aleksander - kuzyn,COUSIN
3707,Antek,Antek -brat,NAME-BROTHER
3708,Totek,Kotek,CAT
3709,Dzieki,"Dzięki, dziękuję",THANK-YOU
3710,Ciocia,Ciocia,AUNT
3711,Daj,Daj,GIVE
3712,Dzie,Gdzie ,WHERE
3713,Ma,Masz,HAVE
3714,Nela,Nela- nasz pies,PET
3715,Nie,Nie,NO
3716,Tak,Tak,YES
3717,Tam,"Tam, tu",HERE
3718,Tam,"Tam, tu",THERE
3719,Ziosia,Zosia -kot babci,PET
3720,Am ,"Jedzenie , jeść",EAT
3721,Am ,"Jedzenie , jeść",FOOD
3722,Bał,"Piłka, coś spada ",BALL
3723,Bał,"Piłka, coś spada ",BAM
3724,Bam bam ,"Bębenek , uderzać o coś",BAM
3725,Bam bam ,"Bębenek , uderzać o coś",DRUM
3726,Be,"Coś brudnego, brzydkiego , wybrudzic się",DIRTY
3727,Be,"Coś brudnego, brzydkiego , wybrudzic się",DISGUSTING
3728,Be,"Coś brudnego, brzydkiego , wybrudzic się",MESSY
3729,Ble,"Pampers, kupa, śmierdzieć",DIAPER
3730,Ble,"Pampers, kupa, śmierdzieć",POOP
3731,Ble,"Pampers, kupa, śmierdzieć",SMELL
3732,Papa,Papa,BYE
3733,To,To,THIS
3734,Ba,Balon,BALLOON
3735,Bebe,"Baranek , beczenie",LAMB
3736,Brum,"Auto, jechać autem",CAR
3737,Brum,"Auto, jechać autem",DRIVE
3738,Buuu,Burza,STORM
3739,Citać ,"Czytć, czytaj ",READ
3740,Halo,Telefon,PHONE
3741,Hau,"Szczekanie, pies",DOG
3742,Hhhhh,"Dziki kot , jak robi dziki kot",CAT
3743,Jadzia ,Jadzia Pętelka ,CHARACTER
3744,Kici ,Kotek,CAT
3745,Me Me,"Koza, jak robi koza",GOAT
3746,Miau, miauczenie,CAT
3747,Mniam ,"Coś dobrego, pokazuje jakie dobre",TASTY
3748,Mu,"Krowa, muczenie",COW
3749,Pap pap,"Deszcz, pada deszcz",RAIN
3750,Taś,Staś Pętelka,CHARACTER
3751,Uuuuu,Samolot,PLANE
3752,Gzzzz,"Bzzz, osa ",BEE
3753,Dzieci,Dzieci,CHILDREN
3754,Dzidzia,Dzidziuś ,BABY
3755,Nos,Nos,NOSE
3756,Apa,Mucha,FLY
3757,Bobo,Bobas,BABY
3758,Cieść,Cześć,HI
3759,Hej ,"Hej, cześć ",HI
3760,Lala,Lalka,DOLL
3761,Lap lap,"Chlapać, kąpać się ",BATH
3762,Lap lap,"Chlapać, kąpać się ",SPLASH
3763,Psii,"Woda , waz ogrodowy , psikać czymś np sprayem",WATER
3764,Pupa,Kupa ,POOP
3765,Sisi,"Siku, sikać",PEE
3766,Sssss,"Waż , syczenie węża , ",SNAKE
3767,Ucho,Ucho,EAR
3768,Lalala,Spiewa,SINGING
3769,Kwa kwa,"Kaczka, jak robi kaczka",DUCK
3770,Hu hu,"Pociąg , jak robi pociag",TRAIN
3771,Ła,"Lew , jak robi lew",LION
3772,Jajo,Jajo,EGG
3773,Jeszcze,Jeszcze,MORE
3774,Kawa,Kawa,COFFEE
3775,Proszę,Proszę ,PLEASE
3776,Mama,Mama,MOM
3777,Pupupu,Kuleczki,BALL
3778,Hej,Hej,HI
3779,Tu,Tu,HERE
3780,Krem/plem,Krem,CREAM
3781,Py,Banki,BUBBLES
3782,Kuntał,Kurtka,JACKET
3783,Buła,Buła,BUN
3784,Den,Grzejnik,HEATER
3785,Den,Księżyc,MOON
3786,Den,Dynia,PUMPKIN
3787,Den,Dynia,PUMPKIN
3788,Don,Dom,HOME
3789,Duo,Dużo,A-LOT
3790,Jaja,Jaja,EGG
3791,Kilo,Pełna pielucha,DIAPER
3792,Łiłułiłu,"Straż pożarna, karetka, policja",AMBULANCE
3793,Łiłułiłu,"Straż pożarna, karetka, policja",FIRE-BRIGADE
3794,Łiłułiłu,"Straż pożarna, karetka, policja",POLICE
3795,Mniam mniam,Mniam,YUMMY
3796,Pa,Pa,BYE
3797,Pupupu,Kuleczki,BALL
3798,Rura,Rura,PIPE
3799,Bęben,Bęben,DRUM
3800,Hii,Hit,HIT
3801,Giba,Bibuła,CREPE-PAPER
3802,Buda,Buda,DOGHOUSE
3803,Pół,Pół,HALF
3804,Tapa,Czapa,CAP
3805,Kurtała,Kurtka,JACKET
3806,Turaj,Tutaj,HERE
3807,Ta,Tak,YES
3808,Duła,Dziura,HOLE
3809,Kuku,Zabawa w kuku,PLAY
3810,Taci,Coś jest fajne,COOL
3811,Póła,Półka,SHELF
3812,Ginda,Winda,ELEVATOR
3813,Kilka,Kulka,BALL
3814,Ta.,Ta,YES
3815,Pej,Pech,BAD-LUCK
3816,Dijo,Dino (sklep),SHOP
3817,Bama,Brama,GATE
3818,Baja,Bajka,TALE
3819,Łata,Łata,PATCH
3820,Pama,Plama,STAIN
3821,Gile,Gile (w nosie),SNOT
3822,Dach,Dach,ROOF
3823,Mgja,Mgła,FOG
3824,Kulki,Kulki,BALL
3825,Gagan,Gałgan,BUGGER
3826,Koło,Czoło,FOREHEAD
3827,Katka,Klatka,CAGE
3828,Kle kle,Bocian,STORK
3829,Pi pi,Myszka,MOUSE
3830,Bam,Bam,BAM
3831,Bama,Brama,GATE
3832,Bija,Beza,MERINGUE
3833,Budy,Budyn,PUDDING
3834,Dapa,Gapa,SCATTERBRAIN
3835,Dułaa,Długa,LONG
3836,Dym,Dym,SMOKE
3837,Gmba,Gąba,SPONGE
3838,Gugigigi,Buciki,SHOES
3839,Jama,Jama,CAVE
3840,Micha,Miska,TEDDY-BEAR
3841,Mija,Winda,ELEVATOR
3842,Mija,Winda,ELEVATOR
3843,Pała,Trawa,GRASS
3844,Pija,Pycha,YUMMY
3845,Pom,Pączek,DONUT
3846,Taa,Tak,YES
3847,Tam,Tam,THERE
3848,Ten,Ten,THIS
3849,Titapa,Listopad,NOVEMBER
3850,Tutaj,Tutaj,HERE
3851,Kunde,Kurde,DAMN
3852,Kiep,Kiep,
3853,Baki,Bańki,BUBBLES
3854,Chotu,Choddź tu,COME
3855,Leci,Leci,FLYING
3856,Piepś,Pieprz,PEPPER
3857,Kulał,Kulał,BALL
3858,Gucha,Gruszka,PEAR
3859,Piana,Piana,FOAM
3860,Laba,Lawa,LAVA
3861,Oko,Oko,EYE
3862,Ogok,Ogon,TAIL
3863,Ucho,Ucho,EAR
3864,Kitek,Kitek (o Maćku),PERSON
3865,Kii,Kiwi,KIWI
3866,Łobot,Robot,ROBOT
3867,Łobut,Łobuz,BULLY
3868,Łokać,Łokieć,ELBOW
3869,Koło2,Czoło,FOREHEAD
3870,Łapa,Łapa/ręka,HAND
3871,Łapa,Łapa/ręka,PAW
3872,Kita,Kita,PERSON
3873,Kangu,Kangur,KANGAROO
3874,Not,Nos,NOSE
3875,Puchała,Poduszka,PILLOW
3876,Pijom,Pilot,PILOT/REMOTE
3877,Gili,Gili gili,TICKLING
3878,Gol,Gol,GOAL
3879,Bama2,Baza,BASE
3880,Kulki2,Kluski,DUMPLINGS
3881,Pucha,Pufa,OTTOMAN
3882,Ne,Nie,NO
3883,Ułaga,Uwaga,ATTENTION
3884,Uta,Uczta,FEAST
3885,Mijam,Nie mam,DONT-HAVE
3886,Jusz,Już,NOW
3887,Dom,Dom,HOME
3888,Te,Te,THIS
3889,Kik,Wtyczka,PLUG
3890,Pi pa,Pif paf. Pistolet,GUN
3891,Klej,Klej,GLUE
3892,Łobot2,Mikser,MIXER
3893,Kija,Chia,CHIA
3894,Mapa,Mata,MAT
3895,Klej2,Plastelina/ciastolina,PLASTICINE
3896,Bułap,Burak,BEETROOT
3897,Ić,Iddź,GO
3898,Mop,Mop,MOP
3899,Mani mani,Money money,MONEY
3900,Jaja buła,Chleb w jajku,BREAD
3901,Glut,Glut,SNOT
3902,Płukała,Ampułka,VIAL
3903,Płukała2,Inhalacje,INHALATION
3904,Kuk,Klucz0,KEY
3905,Kok,Kok,TOP-KNOT
3906,Jeti,Yeti,YES
3907,Puła,Puma,PUMA
3908,Kok2,Koc,BLANKET
3909,Pompom,Pompon,POMPOM
3910,Dim,Dym,SMOKE
3911,Bim bam,Dzwon,BELL
3912,Din don,Ding dong,DOORBELL
3913,Kała,Kawa,COFFEE
3914,Łaga,Waga,WEIGHT
3915,Kijedki,Kredki,CRAYONS
3916,Tit tit,Kic kic. Zając,RABBIT
3917,Klei,Klei się coś,STICKY
3918,Kosz,Kosz,BASKET
3919,Kusz,Kusz,DUST
3920,Kapetki,Skarpetki,SOCK
3921,Palma,Palma,PALM
3922,Jogut,Jogurt,YOGHURT
3923,Goła,Głowa,HEAD
3924,Góra,Góra (ubrania),UP
3925,Jecie,Jeszcze,MORE
3926,Łaka,Ważka,DRAGONFLY
3927,Dip,Jeep,CAR
3928,Hajs,Hajs,MONEY
3929,Hałabała,Hałabała,CHARACTER
3930,Jogut,Jogurt,YOGHURT
3931,Mije,Myje,WASHING
3932,Nicha,Nitka,THREAD
3933,Łado,Wiadro,BUCKET
3934,Goła,Goła (naga),NAKED
3935,Tune,Tunel,TUNNEL
3936,Plan,Kran,TAP
3937,Chep,Chleb,BREAD
3938,Bdi,Brwi,EYEBROWS
3939,Ucho,Ucho,EAR
3940,Oko,Oko,EYE
3941,Uta,Usta,MOUTH
3942,Peje,Pierze,WASH
3943,Moka,Mąka,FLOUR
3944,Muko,Mleko,MILK
3945,Kokok,Kokos,COCONUT
3946,Kijaki,Placki,PANCAKE
3947,Katan,Kasztan,CHESTNUT
3948,Ato,Auto,CAR
3949,Bamam,Banan,BANANA
3950,Budy,Budyń,PUDDING
3951,Kukaki,Kurczaki,CHICKEN
3952,Chody,Schody,STAIRS
3953,Łakajka,Latarka,TORCH
3954,Ogi,Ogień,FIRE
3955,Tot,Tort,CAKE
3956,Pokot,Kompot,COMPOTE
3957,Mukek,Młotek,HAMMER
3958,Pija,Piła,SAW
3959,Tak,Tak,YES
3960,Nie,Nie,NO
3961,Am,"Jedzienie, głód ",FOOD
3962,Am,"Jedzienie, głód ",HUNGRY
3963,Daj,"Daj, podaj ",GIVE
3964,Kle kle ,Bocian ,STORK
3965,Miał ,Kot,CAT
3966,Mu,Krowa ,COW
3967,Plum ,Ryba,FISH
3968,Hau,Pies ,DOG
3969,Mama,Mama,MOM
3970,Tata,Tata ,DAD
3971,Bam ,"Upadło coś, wrzucenie czegoś do pudełka",BAM
3972,Ał,"Boli, uderzyłam się ",HURTS
3973,Ba bah,"Upadło coś, przewróciło się ",BAM
3974,Beee,Owca ,SHEEP
3975,Aaaa,"Iść spać, usypiać kogoś, ktoś śpi ",SLEEPING
3976,Eeee,Płaczące dziecko ,CRY
3977,Ooo,"Ddźwięk telefonu, dzwonka, domofonu",DOORBELL
3978,Ooo,"Ddźwięk telefonu, dzwonka, domofonu",ENTRY-PHONE
3979,Ooo,"Ddźwięk telefonu, dzwonka, domofonu",PHONE
3980,Lala,Lalka,DOLL
3981,Pa pa ,Pożegnanie ,BYE
3982,Łaaa,Dinozaur ,DINOSAUR
3983,Uuuu,Samolot ,PLANE
3984,Banna,Banan,BANANA
3985,Papa,Pożegnanie się ,BYE
3986,Nie wiem,Nie wiem ,DONT-KNOW
3987,Iiii aaaa,Osioł ,DONKEY
3988,Uhu,Sowa,OWL
3989,Huhu,Sowa ,OWL
3990,Iiii haaa,Koń ,HORSE
3991,BA  bA ,Babcia e,GRANDMA
3992,Brum brum ,Auto ,CAR
3993,Glaskac,Głaskać ,STROKE
3994,Klap klap ,Krokodyl ,CROCODILE
3995,Koń ,Koń ,HORSE
3996,Lis ,Lis ,FOX
3997,Panda ,Panda,PANDA
3998,Słoń ,Słoń ,ELEPHANT
3999,To ,To ,THIS
4000, Bum bum ,IRobot o imieniu czika bum bum,TOY
4001,Daj ,Daj ,GIVE
4002,Uuuu,Samolot ,PLANE
4003,Bul bul ,Statek ,SHIP
4004,Auuu,Wilk ,WOLF
4005,Koko,Kura,HEN
4006,Muu,Krowa ,COW
4007,Bee,Owca ,SHEEP
4008,Blee,Niedobre ,DISGUSTING
4009,Zjadłam ,Skończyłam jesc/nie  chce juz jesc,DONE
4010,Kupa ,Kupa w pampersie ,POOP
4011,Fruu,Ptak,BIRD
4012,Nu nu ,Nie wolno ,MUSTNT
4013,Siiii,Cicho ,QUIET
4014,Sss,Wąż ,SNAKE
4015,Aś,Jeść/jedz ,EAT
4016,Yś,Pić,DRINK
4017,Badaj,Banan,BANANA
4018,Pakania,Książeczka,BOOK
4019,Papama,Babcia,GRANDMA
4020,Taptaptaptap,Czytać,READ
4021,Daju,Dziadziu,GRANDPA
4022,Boku,Borsuk,BADGER
4023,Sana,Sarna,ROE-DEER
4024,Sisym,Szymon,NAME-NA
4025,Mamusia,Mama,MOM
4026,Ziu,"Zjeżdżalnia, zjeżdżać, plac zabaw",SLIDE
4027,Ziu,"Zjeżdżalnia, zjeżdżać, plac zabaw",SLIDE
4028,Usiana,Owsianka,OATMEAL
4029,Opapa,"Wyjść, zejść, wziąć na ręce",UP
4030,Ania,"Ciocia Ania, babcia Ania",NAME-AUNT;NAME-GRANDMA
4031,Jasio,Dziadzio Jasio,NAME-GRANDPA
4032,Tasia,"Kasia, kasza",NAME-NA;GROATS
4033,Tasia,"Kasia, kasza",NAME-NA;GROATS
4034,Sonina,Sonina (miejscowość),NAME-PLACE
4035,Aaaaa,"Spać, śpiewać, kołysanka",SLEEP;SING;LULLABY
4036,Wwwwwwwuu,Wilk,WOLF
4037,"Miś, misia",Miś,TEDDY-BEAR
4038,Giś,Dzik,BOAR
4039,Mako,Maksio,NAME-NA
4040,Mama,Mama,MOM
4041,Duda,Woda,WATER
4042,Taś,Wstać,WAKE-UP;STAND-UP
4043,Budyń,Bidon,WATER-BOTTLE
4044,Baś,Bawić się,PLAY
4045,Pajo,Pająk,SPIDER
4046,Pipipi,Kurczak,CHICKEN
4047,Myś,Mysz,MOUSE
4048,Moś,Mors,WALRUS
4049,Paduda,Pan Jezus,JESUS
4050,Ogien,Ogień,FIRE
4051,Manina,Malina,RASPBERRY
4052,Pokoni,Piłka,BALL
4053,Gon,Gol,GOAL
4054,Basia,Basia,NAME-CHARACTER
4055,żiem,Dżem,JAM
4056,Nuś,Nóż,KNIFE
4057,Maś,Masz,HERE-YOU-ARE
4058,Peka,Pestka,SEED
4059,Ziuzia,Zuzia,NAME-NA
4060,Daziuzia,Kałuża,PUDDLE
4061,Moni,Motyl,BUTTERFLY
4062,Ziuk,żuk,BEETLE
4063,Bugiga,Biedronka,LADYBIRD
4064,But,But,SHOE
4065,Ginia,Babcia Gienia,NAME-GRANDMA
4066,Henia,Dziadzio Henio,NAME-GRANDPA
4067,Pakyka,Papryka,BELL-PEPPER
4068,Sen,Ser,CHEESE
4069,Fako,Kwiatek,FLOWER
4070,Mak,Mak (kwiat),POPPY
4071,Otu,Otwórz,OPEN
4072,Puba,Kuba,NAME-NA
4073,Juja,Jula,NAME-NA
4074,Tos/toty,Tost/tosty,TOAST
4075,Makika,Marchewka,CARROT
4076,Pak,Ptak,BIRD
4077,Jakoka,Warkocza,BRAID
4078,Hej hej,Hej hej,HEY
4079,Japko,Jabłko,APPLE
4080,Kukunina,Kukurydza,CORN
4081,Pita,Pizza,PIZZA
4082,Gagu,Garnek,POT
4083,Fakon,Flakon,VASE
4084,Waka,Ważka,DRAGONFLY
4085,Guka,Gruszka,PEAR
4086,Cymam,Trzymam,HOLD
4087,Wuka,Wróżka,FAIRY
4088,Machocha,Macocha,STEPMOTHER
4089,Chep,Chleb,BREAD
4090,Ogaga,Rozgwiazda,STARFISH
4091,Gona,Winogrona,GRAPES
4092,Jakika,Naleśnika,PANCAKE
4093,Habu,Flaming,FLAMINGO
4094,Kakań,Kasztan,CHESTNUT
4095,Buch,Brzuch,STOMACH
4096,Joka,Noga,LEG
4097,Hipopam,Hipopotam,HIPPO
4098,Kója,Skóra,SKIN
4099,Kajuja,Karuzela,CAROUSEL
4100,Sikuje,Dziękuję,THANK-YOU
4101,Hopka,Smoczka,PACIFIER
4102,Kakan,Kasztan,CHESTNUT
4103,Fejony,Czerwony,RED
4104,Podadidy,Pomarańczowy,ORANGE
4105,Bampa,Lampa,LAMP
4106,Ta,Tak,YES
4107,Tu,Tu,HERE
4108,Uuu,Samolot,PLANE
4109,Bobo,Dzidzia,BABY
4110,Momo,Szymek,PERSON
4111,Momo,Misio,TEDDY-BEAR
4112,Mimi,Myszka,MOUSE
4113,Baba,Babcia,GRANDMA
4114,Wawa,Wafle,WAFFLE
4115,Ziazia,Dziadzia,GRANDPA
4116,Wowo,Wujek,UNCLE
4117,Auto,Auto,CAR
4118,Jedzie,Tramwaj,TRAM
4119,Pij,Pić/pij,DRINK
4120,Siesie,Ksiezyc,MOON
4121,Ko,Kot,CAT
4122,Pam,Pan,MAN
4123,Pi,śpi,SLEEPING
4124,Olo,Lody,ICE-CREAM
4125,Bebe,Baton,CANDY-BAR
4126,Pepa,Peppa,CHARACTER
4127,Rara,Ryś,LYNX
4128,Rara,Czarek,PERSON
4129,Tam,Tam,THERE
4130,Dziadzia,Dziadek,GRANDPA
4131,Kiki ,Ciocia,AUNT
4132,Aba,Kawa,COFFEE
4133,Mima,Mewa,SEAGULL
4134,Tin,Dziekuje/prosze,HERE-YOU-GO
4135,Tin,Dziekuje/prosze,THANK-YOU
4136,Bam,Piłka,BALL
4137,Bam,Upaść/spadło,BAM
4138,Am,Jeść,EAT
4139,Tator,Traktor,TRACTOR
4140,Tuł,Stół,TABLE
4141,Koko,Kura,HEN
4142,Mi ma,Nie ma,GONE
4143,Hej,Hej,HI
4144,Tutu,Słoń,ELEPHANT
4145,Tutu,Pociag,TRAIN
4146,Kuka,Kułko,CIRCLE
4147,Nie,Nie,NO
4148,Ta,Tak,YES
4149,Papa,Papa,BYE
4150,Fafa,Żyrafa,GIRAFFE
4151,Ioio,Syrena,MERMAID
4152,Mama,Mama,MOM
4153,Tata,Tata,DAD
4154,Mniam,Mniam,YUMMY
4155,Bim bum,Dzwony,BELL
4156,Dwie,Dwa/dwie,TWO
4157,Be/ble,Ble,DISGUSTING
4158,Mam,Mam,HAVE
4159,Dom,Dom,HOME
4160,Co to? ,Co to/kto to? ,WHAT-IS-THIS
4161,Co to? ,Co to/kto to? ,WHO-IS-THIS
4162,Pupa,Pupa,BOTTOM
4163,Opa,Hop,HOP
4164,Ni ma,Nie ma,GONE
4165,Da,Dach,ROOF
4166,Pipa ,Pizza,PIZZA
4167,Ten,Ten,THIS
4168,Ten,Ten,THIS
4169,Nio,Nos,NOSE
4170,Alo,Halo,HELLO
4171,Guga,Góra,UP
4172,Du,Duże/duży,BIG
4173,Buba,Burza,STORM
4174,Zium,Zjeżdżalnia,SLIDE
4175,Kako,Kakao,COCOA
4176,Goga,Głowa,HEAD
4177,Ojom,Ogon,TAIL
4178,Cho,Chodz,COME
4179,Du,Duch,GHOST
4180,Mami,Mały,SMALL
4181,Kuku,Akuku,PEEKABOO
4182,Gółka,Górka,MOUNTAIN
4183,Siejce,Serce,HEART
4184,Babi,Bańki,BUBBLES
4185,Cita,Czytaj,READ
4186,Papi,Placki,PANCAKE
4187,Ka,Kask,HELMET
4188,Kaki,Kasy (w sklepie),CASH-DESK
4189,Je,Jest,TO-BE
4190,Ło,Włos,HAIR
4191,Siusiu,Siusiu,PEE
4192,Koke,Koniec,END 
4193,Je,Jest,TO-BE
4194,Opa,Kupa,POOP
4195,Nu,Nóż,KNIFE
4196,Ziu,Żółw,TURTLE
4197,Fu fu,Kredki/rysować,CRAYONS
4198,Ła,Głaskać,STROKE
4199,Ko,Koks,
4200,Niania,Mama,MOM
4201,Doń,Dom,HOME
4202,Niuniu,O sobie samym ,SELF
4203,Mam,Mieć,HAVE
4204,Ci,Trzy,THREE
4205,Dudo,Dużo,A-LOT
4206,Pepe,Pępek,NAVEL
4207,Jak,Jak,HOW
4208,Dzi,Ddźwig,CRANE
4209,Dzi,Dzik,BOAR
4210,Lala,Lalka,DOLL
4211,Mimo,Emilka imię ,PERSON
4212,Ja,Określenie siebie ,SELF
4213,Kici,Kotek,CAT
4214,Ble,Kupa,POOP
4215,Dzi,Dzik,BOAR
4216,Dzi,Dzik,BOAR
4217,Mimi,Emilka imię ,PERSON
4218,Ja,Określenie siebie ,SELF
4219,Ja,Określenie siebie ,SELF
4220,Mimi,Emilka imię ,PERSON
4221,Ciocia,Ciocia,AUNT
4222,Dziadza,Dziadziu,GRANDPA
4223,Dziadzia,Dziadziu,GRANDPA
4224,Aj,Kot- miau,CAT
4225,Ał,Pies,DOG
4226,Am,Jeść ,EAT
4227,Baba,Babcia,GRANDMA
4228,Bam,Spadło,BAM
4229,Ble,Kupa,POOP
4230,Brum,Jechać,DRIVE
4231,Bubu,Hubuś - zdrobnienie  imienia kuzyna,PERSON
4232,Bum,Samochód ,CAR
4233,Buum,"Jeddź, jechać",DRIVE
4234,Cycy,Piersi,BREAST
4235,Dań,Daj,GIVE
4236,Didu,Dziadziu,GRANDPA
4237,Dooo,Gool,GOAL
4238,Dudo,Dużo,A-LOT
4239,Dyń,Dym,SMOKE
4240,Eaj,Ejka- Werinika,PERSON
4241,Hi hi,Huśtawka,SWING
4242,Jaja,Jajo,EGG
4243,Je,Jeden/ jedna,ONE
4244,Jeeej,Jest,TO-BE
4245,Jej,Jest,TO-BE
4246,Kap kap,Deszcz,RAIN
4247,Kiti,Kici,CAT
4248,Koko,Kura,HEN
4249,Mama,Mama,MOM
4250,Nie,Nie,NO
4251,Ołoł,Ooł uważaj,EXCLAMATION
4252,Tata,Tata,DAD
4253,Tota,Ciocia,AUNT
4254,Jeje,Jeżyk,HEDGEHOG
4255,Tapa,Czapka,CAP
4256,Papa,Pożegnanie ,BYE
4257,Dom,Dom,HOME
4258,Sii,"Gorące , nie wolno ",HOT
4259,Buu,Zimno,COLD
4260,śśie,śnieg ,SNOW
4261,Ta,Tak,YES
4262,Tam,"Tak, określenie miejsca",THERE
4263,Cziczi,Imię psa chicka,PET
4264,Lalala,"Muzyka, piosenki ",MUSIC
4265,Mi,Miś,TEDDY-BEAR
4266,Iia,"Inna, inne",OTHER
4267,Pope,Proszę ,PLEASE
4268,Bim bom,Piosenka panie Janie ,RHYME
4269,Da,Dwa,TWO
4270,Jaaa,"Raz, jeden",ONE
4271,Jejoł,Yellow,YELLOW
4272,Pjeś,Pies,DOG
4273,Pjeś,Pies,DOG
4274,No no no,Nie wolno,MUSTNT
4275,Top,Stop,STOP
4276,Nini,Nina,PERSON
4277,In in,Inna,OTHER
4278,Hejoł,Hello,HI
4279,Psia,Psa,DOG
4280,Pjopje,Proszę / prośba ,PLEASE
4281,Pjapjam,Zapraszam,INVITE
4282,Pii,Pink,PINK
4283,Hak,Hak,HOOK
4284,Dzii,Ddźwig ,CRANE
4285,Bju,Blue,BLUE
4286,Giin,Green,GREEN
4287,Tak,Tak,YES
4288,Ham,Sam,BY-MYSELF
4289,Miś,Miś,TEDDY-BEAR
4290,Łapa,Łapa,PAW
4291,Siam,Sam,BY-MYSELF
4292,Cita,Chicka,
4293,Psi,Psy / psi patrol,DOG
4294,Bia,Dwa,TWO
4295,Niama,Nie ma,GONE
4296,Hoko,Oko,EYE
4297,No,Nos,NOSE
4298,Doma,Do domu,HOME
4299,Moh,Most,BRIDGE
4300,Huk,Huk,NOISE
4301,Ciapa,"Ciapa, plama, łata",PATCH
4302,Ciapa,"Ciapa, plama, łata",STAIN
4303,Siama,Sam,BY-MYSELF
4304,Baba,Babcia,GRANDMA
4305,Ba,Balon,BALLOON
4306,A a,Pies,DOG
4307,Ma,Malina ,RASPBERRY
4308,Nie ni3,"Nie, nie wolno ",NO
4309,U u,Małpa ,MONKEY
4310,Uuu,Wilk,WOLF
4311,U uu,Sowa ,OWL
4312,Mniam,"Chcę jeść, smakuje mi, jedzenie widziane np. na obrazku ",WANT-FOOD
4313,Mia/mnia,Kotek,CAT
4314,Ko ko,"Kura, kogut",HEN
4315,Ko ko,"Kura, kogut",ROOSTER
4316,Ba,Piłka ,BALL
4317,Ta,Tak,YES
4318,Brrrr,Pojazd ,VEHICLE
4319,Ssss,Wąż ,SNAKE
4320,Mmm,"Krowa, owca, koza",COW
4321,Mmm,"Krowa, owca, koza",GOAT
4322,Mmm,"Krowa, owca, koza",SHEEP
4323,Pan,Magnes z rolnikiem,MISTER
4324,Pani ,Magnes z panią rolnik ,LADY
4325,Siii,Gorące ,HOT
4326,Kaka,Kaczka,DUCK
4327,Dam,"Dam Ci, mówione w momencie podawania",GIVE
4328,Bobo,Niemowlę ,BABY
4329,Papa ,Idę sobie/do widzenia ,GOOD-BYE
4330,Nie ma,Nie ma,GONE
4331,Ta,"Zegar, zegarek",CLOCK
4332,Ka,Kawa,COFFEE
4333,Myj myj,"Umyję, wyczyszczę",WASH
4334,Mi,Pomiziam,STROKE
4335,Alo alo ,"Telefon, chcę zadzwonić do kogoś ",PHONE
4336,Kaba,Kawa,COFFEE
4337,Łoda,Woda,WATER
4338,Dzia,Dziadek ,GRANDPA
4339,Mama,Banan,BANANA
4340,ma ma,Banan,BANANA
4341,Bo,Borówka ,BLUEBERRY
4342,Pipi,"Kurczaczek, myszka",CHICKEN
4343,Pipi,"Kurczaczek, myszka",MOUSE
4344,Pu,Pucio ,CHARACTER
4345,Lala,Lalka,DOLL
4346,Kum,Żaba ,FROG
4347,Da,Dinozaur,DINOSAUR
4348,Kajeje,Jajko,EGG
4349,E,Imię babci Eli,GRANDMA
4350,Pe,Skarpety ,SOCK
4351,Bu,"Bułka, buty",BUN
4352,Bu,"Bułka, buty",SHOES
4353,Mo,Morze,SEA
4354,Zieby,Zamek błyskawiczny,ZIPPER
4355,Mła ,Buziak,KISS
4356,Pis,Chcę rysować ,DRAW
4357,Dzie ,Wieża ,TOWER
4358,Kom,Komin ,CHIMNEY
4359,Dziadzia ,Dziadek,GRANDPA
4360,Dada,Pilot ,PILOT/REMOTE
4361,Cy,Cytryna ,LEMON
4362,Pole,Iść w pole,GO
4363,Pupa,Pupa,BOTTOM
4364,Kopa,"Kupa, zrobiłam kupę ",POOP
4365,Jaś ,Jaś ,PERSON
4366,Henio,Henio ,PERSON
4367,Juś,Już ,NOW
4368,Oć,Choddź ze mną ,COME
4369,Kot,Kot,CAT
4370,Bułe,Bułka ,BUN
4371,Gia,Gwiazdka,STAR
4372,Moo,Morze ,SEA
4373,Glaś,Las,FOREST
4374,Kani,Kangur,KANGAROO
4375,Kla,Koala,KOALA
4376,Pim,Wujek Piotrek ,PERSON
4377,Ciocia,Ciocia,AUNT
4378,Moje ,Moje,MY
4379,Sioje,"Twoje, czyjeś ",YOUR
4380,Miś ,Miś ,TEDDY-BEAR
4381,Siel,Ser,CHEESE
4382,Ciapa,Czapka,CAP
4383,Duś ,Duszę ,CHOKE
4384,Ga,Wafelek,WAFFLE
4385,Gi,Rodzynki,RAISIN
4386,Ania,Hania,PERSON
4387,Anio,Aniołek ,ANGEL
4388,Jecie,Jeszcze,MORE
4389,Acia,Asia,PERSON
4390,Ola,Ola,PERSON
4391,Bam,Bączek ,BUMBLE-BEE
4392,Siama,Sama ,BY-MYSELF
4393,Ciato,Ciasto ,CAKE
4394,Ciepe,Ciepłe ,WARM
4395,Tu jeś ,Tu jest ,HERE
4396,Nieś,śnieg ,SNOW
4397,Mięś,"Mięso, kurczak ",MEAT
4398,Gu,Ogórek ,CUCUMBER
4399,Sie,Siedzę ,SIT
4400,Daa,Chcę na ręce,UP
